age,sex,height_cm,weight_kg,bmi,avg_surplus,days,weight_change
48,Female,164.0,64.1,23.8,405,7,0.29
24,Female,158.0,53.4,21.4,-847,21,-2.04
23,Female,163.0,40.0,15.1,28,14,-0.19
30,Male,171.0,65.7,22.5,238,60,1.5
47,Male,182.0,63.1,19.0,-235,7,-0.69
23,Female,161.0,55.0,21.2,-487,30,-1.73
40,Male,162.0,86.1,32.8,-251,60,-2.14
21,Female,150.0,61.7,27.4,343,14,0.75
45,Female,160.0,71.6,28.0,472,7,0.34
16,Female,146.0,60.4,28.3,126,60,0.82
54,Male,165.0,95.6,35.1,-172,30,-0.89
18,Male,183.0,107.6,32.1,68,30,0.28
25,Male,165.0,63.1,23.2,116,90,1.18
24,Female,154.0,65.6,27.7,251,7,0.23
61,Male,175.0,83.7,27.3,-683,14,-1.12
17,Female,154.0,60.4,25.5,-788,21,-2.02
39,Male,170.0,66.6,23.0,-382,30,-1.25
48,Male,170.0,81.7,28.3,-510,90,-5.92
43,Male,176.0,101.2,32.7,22,30,-0.2
53,Female,166.0,81.5,29.6,-117,14,-0.08
59,Female,170.0,71.5,24.7,478,90,5.78
37,Male,163.0,69.4,26.1,266,21,0.68
61,Female,162.0,69.1,26.3,-679,90,-8.02
32,Female,169.0,69.8,24.4,374,14,1.28
70,Female,157.0,54.7,22.2,256,60,1.58
43,Female,149.0,60.4,27.2,-327,30,-1.14
56,Male,170.0,88.8,30.7,-814,30,-2.55
64,Male,170.0,75.4,26.1,291,90,3.3
59,Female,158.0,79.3,31.8,-611,7,-0.55
62,Male,178.0,74.9,23.6,-570,14,-1.16
45,Male,179.0,90.9,28.4,-194,14,-0.35
17,Male,175.0,57.1,18.6,-777,60,-5.86
42,Female,174.0,45.7,15.1,-301,90,-3.92
25,Male,181.0,56.9,17.4,-530,90,-6.1
64,Male,175.0,77.2,25.2,-821,14,-1.63
28,Female,156.0,73.6,30.2,455,14,1.07
27,Male,169.0,67.6,23.7,-509,21,-1.26
28,Male,162.0,61.4,23.4,-84,60,-0.63
50,Male,175.0,100.2,32.7,325,60,2.69
46,Male,185.0,63.1,18.4,-178,90,-2.72
68,Female,169.0,44.8,15.7,-461,60,-3.82
38,Female,162.0,59.0,22.5,215,90,2.33
30,Male,168.0,103.3,36.6,138,14,0.12
17,Female,164.0,50.6,18.8,-885,30,-3.55
15,Female,160.0,69.4,27.1,329,30,1.08
35,Female,160.0,69.7,27.2,-723,7,-1.07
66,Female,158.0,60.6,24.3,207,90,2.54
44,Female,168.0,80.7,28.6,-751,7,-0.7
65,Male,185.0,69.3,20.2,-802,90,-9.47
20,Male,180.0,84.8,26.2,-718,14,-1.14
20,Female,171.0,68.5,23.4,211,14,0.48
61,Female,165.0,58.7,21.6,-220,30,-0.94
20,Female,158.0,73.8,29.6,2,21,0.68
17,Male,166.0,97.5,35.4,-479,21,-0.96
37,Male,174.0,84.6,27.9,-720,90,-7.79
66,Female,180.0,81.0,25.0,279,60,2.04
53,Male,179.0,59.9,18.7,349,30,1.43
20,Female,167.0,54.0,19.4,359,60,2.52
61,Female,164.0,70.9,26.4,-803,60,-6.36
62,Female,161.0,60.3,23.3,488,14,0.71
59,Male,182.0,74.3,22.4,-87,21,0.66
65,Female,164.0,60.0,22.3,-606,90,-7.3
28,Female,166.0,86.3,31.3,-602,60,-4.28
69,Female,170.0,65.1,22.5,-146,7,-0.59
32,Female,164.0,98.9,36.8,6,14,0.14
59,Male,177.0,53.4,17.0,-827,14,-1.92
47,Female,160.0,46.1,18.0,-156,30,-0.42
58,Female,153.0,94.2,40.2,-540,60,-4.32
50,Female,174.0,80.4,26.6,477,21,1.27
50,Female,158.0,70.3,28.2,23,14,-0.48
49,Male,167.0,63.5,22.8,-342,30,-1.47
58,Female,164.0,48.4,18.0,-266,14,-0.62
56,Male,171.0,100.0,34.2,356,60,2.32
22,Male,175.0,107.4,35.1,136,90,1.32
61,Female,156.0,84.3,34.6,-319,30,-0.83
45,Male,181.0,75.4,23.0,359,90,4.78
33,Male,181.0,89.1,27.2,33,30,0.21
43,Female,163.0,83.5,31.4,-811,60,-5.92
69,Female,170.0,65.3,22.6,46,90,0.56
63,Male,167.0,100.2,35.9,508,14,0.72
61,Male,169.0,69.8,24.4,395,30,1.81
40,Male,173.0,70.0,23.4,-837,14,-1.45
58,Female,162.0,62.0,23.6,423,7,-0.08
36,Male,173.0,82.8,27.7,573,14,1.32
53,Female,161.0,40.0,15.4,-656,7,-0.38
50,Female,166.0,68.9,25.0,57,14,0.52
28,Female,159.0,75.1,29.7,233,7,0.09
29,Male,170.0,81.3,28.1,-836,90,-9.7
18,Female,161.0,69.8,26.9,342,21,0.68
22,Male,181.0,73.1,22.3,-310,7,-0.29
39,Male,169.0,88.4,31.0,-451,21,-1.0
41,Male,171.0,93.8,32.1,-513,60,-3.76
24,Male,157.0,92.9,37.7,-142,30,-0.42
38,Female,158.0,56.4,22.6,298,7,0.31
48,Male,169.0,92.1,32.2,333,7,0.15
28,Female,167.0,78.7,28.2,-562,30,-1.86
33,Male,167.0,118.1,42.3,341,90,3.53
35,Male,171.0,96.3,32.9,340,7,0.31
43,Male,165.0,76.7,28.2,-808,90,-9.83
35,Male,176.0,64.3,20.8,-432,7,-0.26
56,Male,178.0,74.1,23.4,-878,21,-2.53
33,Female,158.0,55.5,22.2,584,14,1.3
39,Female,165.0,51.0,18.7,-192,21,-0.86
36,Male,163.0,67.5,25.4,-495,90,-5.68
25,Female,156.0,66.4,27.3,442,14,0.3
53,Female,151.0,74.1,32.5,128,30,0.62
28,Male,172.0,53.5,18.1,511,14,0.98
31,Male,176.0,76.0,24.5,301,30,1.27
59,Male,186.0,65.4,18.9,534,7,0.31
68,Female,154.0,49.8,21.0,-576,14,-1.35
52,Female,169.0,56.5,19.8,-594,90,-7.07
66,Male,180.0,66.6,20.6,-787,60,-6.07
62,Female,171.0,79.3,27.1,-386,90,-4.34
41,Female,165.0,69.9,25.7,-73,60,-0.49
58,Female,155.0,69.3,28.8,-52,14,-0.37
33,Male,174.0,77.9,25.7,116,21,0.77
40,Female,167.0,40.0,14.3,200,90,2.66
44,Female,158.0,51.2,20.5,326,60,2.37
68,Female,152.0,58.7,25.4,-120,30,-0.33
62,Female,163.0,54.5,20.5,-491,90,-5.66
42,Female,155.0,61.2,25.5,-241,7,-0.27
51,Female,170.0,68.4,23.7,409,90,4.7
26,Male,180.0,83.9,25.9,324,7,0.52
60,Male,175.0,97.9,32.0,474,90,5.5
45,Male,176.0,49.7,16.0,-90,60,-1.32
44,Male,178.0,74.5,23.5,269,21,1.06
57,Female,172.0,52.1,17.6,-280,21,-0.83
50,Female,156.0,62.3,25.6,-889,7,-0.74
19,Female,161.0,71.5,27.6,216,14,0.69
31,Female,159.0,65.2,25.8,-770,14,-2.04
24,Male,165.0,90.1,33.1,53,60,0.56
56,Male,176.0,66.6,21.5,597,14,1.46
16,Female,153.0,60.6,25.9,-862,60,-6.86
26,Male,180.0,90.8,28.0,201,14,0.04
48,Female,166.0,68.5,24.9,403,90,5.16
53,Male,174.0,76.3,25.2,40,21,-0.39
43,Male,188.0,64.3,18.2,135,60,1.27
63,Female,169.0,73.1,25.6,452,60,3.84
66,Female,167.0,82.8,29.7,266,90,3.23
22,Female,155.0,55.8,23.2,-841,30,-3.15
68,Male,167.0,54.5,19.5,261,21,0.63
49,Female,155.0,54.3,22.6,236,30,1.05
50,Female,166.0,41.5,15.1,-558,7,-0.76
20,Female,164.0,93.1,34.6,82,90,0.74
49,Male,170.0,87.6,30.3,363,60,2.56
55,Male,174.0,94.3,31.1,373,7,-0.14
47,Female,156.0,49.2,20.2,407,14,0.9
19,Male,177.0,86.4,27.6,267,7,-0.3
44,Female,158.0,55.3,22.2,-717,60,-5.49
67,Male,170.0,78.1,27.0,-173,30,-0.53
55,Male,164.0,58.6,21.8,-551,7,-0.73
22,Female,158.0,43.5,17.4,-794,30,-3.68
68,Male,195.0,57.7,15.2,-505,21,-1.64
68,Male,179.0,75.8,23.7,465,21,1.47
24,Female,168.0,61.9,21.9,-3,30,0.07
59,Male,169.0,56.3,19.7,246,90,2.54
37,Female,158.0,66.9,26.8,-146,90,-1.68
48,Male,186.0,64.9,18.8,-366,7,-0.26
39,Female,174.0,45.3,15.0,-176,90,-2.21
58,Male,174.0,68.6,22.7,576,30,1.95
70,Male,177.0,61.2,19.5,-470,14,-0.8
59,Female,169.0,49.8,17.4,-434,90,-5.31
67,Female,157.0,68.8,27.9,371,21,1.18
67,Male,162.0,90.2,34.4,-344,21,-0.72
20,Female,163.0,58.7,22.1,456,90,5.69
29,Male,184.0,71.9,21.2,562,30,2.23
55,Male,174.0,106.1,35.0,-801,7,-0.9
48,Female,171.0,70.6,24.1,102,7,-0.14
17,Female,166.0,60.4,21.9,-759,60,-5.88
20,Male,168.0,102.8,36.4,419,21,0.71
44,Female,163.0,82.4,31.0,-728,7,-0.68
49,Male,178.0,73.0,23.0,432,7,0.52
24,Male,179.0,99.4,31.0,254,90,2.94
24,Male,187.0,73.2,20.9,-95,30,-0.72
22,Male,167.0,67.4,24.2,-588,30,-2.27
46,Female,171.0,63.1,21.6,-500,30,-1.97
15,Male,176.0,69.4,22.4,-253,21,-0.68
47,Male,170.0,63.8,22.1,372,90,4.39
41,Female,155.0,66.3,27.6,447,30,1.73
41,Female,160.0,86.4,33.7,-147,30,-0.15
53,Male,167.0,77.6,27.8,-551,90,-6.08
44,Female,150.0,79.8,35.5,-53,7,0.53
55,Male,176.0,78.5,25.3,348,14,0.63
57,Female,171.0,48.5,16.6,-88,60,-0.88
66,Female,166.0,68.0,24.7,436,7,0.09
59,Male,179.0,76.4,23.8,-886,14,-1.77
43,Male,178.0,93.9,29.6,-147,7,0.06
42,Female,164.0,55.2,20.5,-832,60,-6.25
28,Male,169.0,85.6,30.0,18,90,0.37
48,Male,177.0,76.1,24.3,25,14,-0.14
22,Female,166.0,79.8,29.0,-432,60,-3.51
67,Male,189.0,89.9,25.2,292,60,2.89
62,Female,154.0,57.7,24.3,527,90,5.91
21,Female,164.0,78.3,29.1,-214,90,-2.19
59,Male,178.0,96.5,30.5,-248,21,-0.49
21,Male,174.0,65.4,21.6,-615,7,-0.72
55,Female,168.0,52.2,18.5,-858,60,-7.03
19,Male,173.0,69.8,23.3,-290,30,-1.28
42,Male,176.0,56.0,18.1,-238,21,-0.6
51,Male,177.0,71.0,22.7,253,30,0.73
55,Female,161.0,73.8,28.5,393,30,1.98
38,Male,182.0,62.3,18.8,-737,14,-1.39
66,Female,150.0,62.1,27.6,-672,14,-1.0
58,Male,170.0,71.5,24.7,-60,21,0.02
26,Female,160.0,61.9,24.2,-337,21,-0.54
52,Female,166.0,61.0,22.1,154,60,1.08
55,Male,172.0,75.8,25.6,-417,7,-0.35
33,Female,153.0,57.0,24.3,-276,14,-0.85
56,Male,174.0,67.7,22.4,-234,60,-1.79
65,Male,175.0,98.1,32.0,2,7,0.36
60,Female,164.0,63.2,23.5,-796,60,-6.14
57,Female,158.0,56.0,22.4,426,60,4.0
50,Female,161.0,59.3,22.9,-392,14,-0.57
30,Male,180.0,87.8,27.1,-581,30,-2.39
59,Male,162.0,63.4,24.2,61,21,0.3
35,Male,171.0,57.9,19.8,-698,14,-1.63
44,Male,185.0,81.6,23.8,-15,7,-0.23
32,Male,178.0,81.4,25.7,-809,90,-9.75
32,Female,161.0,61.1,23.6,-505,90,-5.9
23,Male,180.0,88.8,27.4,190,90,2.21
68,Female,169.0,77.8,27.2,-342,7,0.07
23,Male,159.0,100.0,39.6,451,90,4.72
19,Male,187.0,60.1,17.2,-367,30,-1.79
67,Male,153.0,100.5,42.9,136,30,0.97
46,Male,183.0,106.2,31.7,-856,21,-2.9
39,Male,175.0,72.5,23.7,565,14,1.04
56,Male,156.0,53.0,21.8,24,14,0.11
36,Female,155.0,72.4,30.1,162,14,0.26
22,Female,174.0,56.1,18.5,-412,60,-3.1
55,Male,178.0,108.2,34.1,-467,90,-4.88
24,Male,180.0,78.3,24.2,-245,90,-2.75
45,Male,172.0,68.7,23.2,-517,90,-6.21
68,Male,160.0,67.7,26.4,-869,7,-1.25
67,Male,181.0,58.2,17.8,100,60,0.84
35,Male,189.0,91.1,25.5,175,90,1.79
58,Female,164.0,75.4,28.0,114,30,0.23
49,Male,159.0,109.5,43.3,-69,30,0.08
41,Male,163.0,87.4,32.9,-114,21,0.13
22,Male,168.0,90.4,32.0,579,60,4.32
36,Female,162.0,62.7,23.9,-110,60,-0.62
51,Male,175.0,61.6,20.1,159,30,0.64
70,Male,178.0,64.9,20.5,-275,7,0.07
15,Male,164.0,57.5,21.4,-851,90,-9.87
55,Male,181.0,91.7,28.0,-375,30,-0.9
62,Male,180.0,72.2,22.3,182,90,1.85
68,Female,168.0,76.6,27.1,51,60,0.61
38,Male,174.0,80.0,26.4,141,30,0.23
21,Male,159.0,73.6,29.1,222,60,1.88
30,Female,175.0,76.6,25.0,-573,14,-1.45
62,Male,175.0,82.5,26.9,320,21,0.5
64,Male,176.0,74.7,24.1,172,7,-0.24
50,Male,178.0,91.5,28.9,-438,60,-3.34
21,Female,153.0,59.4,25.4,-144,14,-0.18
21,Female,169.0,50.1,17.5,387,7,0.93
41,Female,145.0,49.2,23.4,-650,60,-5.09
47,Female,158.0,69.9,28.0,-446,14,-0.6
16,Female,162.0,64.2,24.5,-612,14,-1.08
53,Female,156.0,59.2,24.3,-443,7,-0.21
45,Female,159.0,74.3,29.4,-593,30,-2.27
15,Female,175.0,62.2,20.3,309,21,1.07
20,Female,170.0,52.2,18.1,587,30,2.28
40,Male,171.0,77.5,26.5,555,21,0.88
55,Male,178.0,66.4,21.0,-363,60,-2.71
61,Female,153.0,50.7,21.7,499,21,0.82
39,Male,173.0,97.0,32.4,-778,60,-5.12
31,Male,172.0,62.9,21.3,-734,21,-2.13
69,Female,148.0,54.3,24.8,-412,7,-0.7
40,Female,163.0,60.9,22.9,-467,21,-0.57
32,Female,165.0,43.0,15.8,477,14,0.95
39,Male,177.0,70.3,22.4,240,21,0.6
15,Male,182.0,66.1,20.0,230,7,0.37
31,Male,171.0,83.7,28.6,310,60,2.61
43,Male,190.0,73.6,20.4,188,30,1.04
66,Female,162.0,57.0,21.7,-144,7,-0.55
56,Male,168.0,107.1,37.9,-812,90,-8.39
58,Male,167.0,66.1,23.7,-876,21,-2.48
45,Male,161.0,63.1,24.3,564,14,0.78
21,Female,152.0,40.0,17.3,-147,7,-0.14
36,Male,186.0,96.8,28.0,530,14,0.51
70,Male,180.0,45.5,14.0,-854,7,-0.56
17,Female,158.0,41.6,16.7,54,21,0.1
64,Female,171.0,53.6,18.3,-478,30,-2.2
53,Male,172.0,82.0,27.7,-354,21,-1.0
30,Female,167.0,57.8,20.7,85,90,0.95
58,Female,173.0,64.6,21.6,-157,90,-1.5
61,Male,180.0,79.9,24.7,-698,14,-1.6
17,Male,193.0,67.4,18.1,600,30,2.49
20,Female,166.0,51.5,18.7,169,21,0.41
52,Male,172.0,79.3,26.8,-359,14,-0.96
70,Female,167.0,49.4,17.7,32,14,0.11
16,Female,175.0,59.2,19.3,-673,30,-2.78
52,Female,158.0,40.7,16.3,-256,7,-0.65
22,Female,155.0,59.3,24.7,-263,60,-1.93
51,Male,180.0,72.9,22.5,-342,90,-3.56
49,Female,169.0,78.2,27.4,-174,21,-0.46
20,Female,170.0,64.2,22.2,472,30,1.82
53,Male,177.0,88.1,28.1,-890,90,-10.44
65,Female,147.0,64.7,29.9,-70,60,-0.71
63,Male,178.0,74.7,23.6,511,21,1.75
16,Male,176.0,95.9,31.0,434,90,4.59
28,Male,169.0,51.9,18.2,447,7,-0.07
28,Male,182.0,67.9,20.5,-281,30,-0.81
40,Female,158.0,61.7,24.7,-49,14,0.16
23,Male,178.0,105.5,33.3,-8,14,0.12
62,Male,196.0,112.3,29.2,357,30,0.55
58,Female,166.0,60.4,21.9,532,60,4.14
60,Female,163.0,75.9,28.6,-518,60,-3.77
26,Male,175.0,90.3,29.5,-714,60,-5.48
15,Male,171.0,97.1,33.2,-503,14,-0.78
65,Female,156.0,64.3,26.4,-506,21,-1.1
31,Female,165.0,68.9,25.3,-450,7,-0.38
51,Female,168.0,70.9,25.1,475,30,2.19
65,Female,170.0,88.1,30.5,-577,60,-4.0
17,Male,175.0,64.2,21.0,-267,21,-0.71
15,Female,155.0,81.4,33.9,-364,14,-0.41
15,Male,176.0,70.2,22.7,-492,14,-0.98
23,Male,177.0,60.2,19.2,-606,30,-2.61
17,Female,163.0,40.0,15.1,597,60,5.12
60,Female,161.0,67.1,25.9,40,21,0.29
48,Male,184.0,74.0,21.9,-747,14,-1.1
69,Male,164.0,79.6,29.6,83,21,0.52
59,Female,147.0,67.6,31.3,17,14,0.01
68,Male,175.0,80.8,26.4,-361,7,-0.38
28,Female,161.0,72.7,28.0,282,21,0.63
31,Male,175.0,64.3,21.0,304,90,3.61
62,Female,175.0,75.8,24.8,280,30,0.59
28,Male,160.0,76.5,29.9,59,7,0.06
18,Male,179.0,71.5,22.3,-237,90,-2.15
52,Male,180.0,75.2,23.2,-590,14,-1.5
59,Female,153.0,70.3,30.0,-835,30,-3.21
69,Female,154.0,80.5,33.9,478,30,1.8
66,Female,160.0,62.1,24.3,362,60,2.98
21,Female,161.0,69.0,26.6,-598,60,-4.87
58,Male,180.0,87.8,27.1,304,14,0.71
62,Female,167.0,63.1,22.6,-829,60,-6.62
54,Female,160.0,49.2,19.2,-544,30,-2.53
60,Female,162.0,74.5,28.4,-675,21,-1.56
61,Female,154.0,85.1,35.9,-389,7,-0.12
40,Female,153.0,83.0,35.5,-421,30,-1.73
17,Female,152.0,75.0,32.5,-131,21,-0.44
40,Female,167.0,40.0,14.3,-212,21,-0.79
26,Male,178.0,90.4,28.5,-729,60,-6.06
21,Female,149.0,56.8,25.6,-675,60,-5.09
21,Male,184.0,55.9,16.5,331,14,0.84
54,Female,153.0,88.6,37.8,-78,14,-0.22
43,Male,168.0,59.3,21.0,484,90,5.65
45,Female,158.0,96.4,38.6,-704,30,-2.44
56,Male,168.0,64.8,23.0,-438,21,-1.12
45,Female,170.0,54.3,18.8,-664,90,-8.12
50,Male,178.0,96.9,30.6,486,60,3.55
19,Male,148.0,85.9,39.2,-662,90,-7.22
62,Female,166.0,74.1,26.9,302,21,1.03
40,Female,163.0,54.2,20.4,-612,7,-0.83
23,Male,170.0,111.5,38.6,192,60,1.05
60,Male,190.0,89.2,24.7,-217,60,-1.7
56,Female,166.0,53.8,19.5,554,30,2.14
17,Female,159.0,63.7,25.2,-796,21,-2.15
25,Male,171.0,75.7,25.9,-413,7,-0.58
15,Female,168.0,79.7,28.2,185,14,0.38
30,Male,174.0,53.1,17.5,474,90,6.17
20,Female,164.0,61.9,23.0,-91,14,0.09
54,Male,185.0,57.2,16.7,-753,30,-3.17
44,Male,180.0,40.1,12.4,44,30,0.03
69,Male,175.0,72.8,23.8,-183,21,-0.93
56,Female,162.0,81.0,30.9,263,90,2.32
49,Female,163.0,80.0,30.1,-72,60,-0.42
43,Male,178.0,40.0,12.6,447,90,5.96
18,Female,159.0,65.4,25.9,-716,14,-1.49
18,Female,153.0,58.4,24.9,36,60,0.34
49,Female,165.0,72.6,26.7,206,60,1.56
15,Female,161.0,62.3,24.0,-291,90,-3.25
17,Male,173.0,98.9,33.0,-187,21,-0.27
27,Male,163.0,85.7,32.3,143,14,-0.3
64,Female,172.0,42.8,14.5,-217,60,-1.54
40,Male,171.0,94.6,32.4,-311,60,-2.12
54,Male,175.0,62.7,20.5,-28,14,-0.2
38,Male,189.0,84.6,23.7,306,14,0.43
24,Female,159.0,78.3,31.0,-698,60,-4.89
35,Female,175.0,59.7,19.5,411,30,1.48
20,Female,160.0,58.6,22.9,-600,90,-7.22
58,Male,186.0,86.0,24.9,-754,30,-3.15
25,Male,184.0,55.8,16.5,-629,90,-8.33
36,Female,150.0,92.5,41.1,-786,14,-0.95
69,Male,171.0,68.0,23.3,528,60,4.13
48,Female,162.0,56.8,21.6,-462,14,-0.22
40,Male,167.0,81.3,29.2,260,60,2.12
45,Male,178.0,93.5,29.5,-627,21,-1.55
58,Male,193.0,64.2,17.2,-106,30,-0.77
29,Female,156.0,75.6,31.1,-261,60,-1.88
50,Female,155.0,59.0,24.6,89,7,0.1
63,Male,178.0,66.0,20.8,583,14,0.87
47,Female,162.0,53.1,20.2,75,30,0.16
40,Female,158.0,74.1,29.7,153,21,0.53
23,Female,158.0,63.9,25.6,-507,30,-1.88
28,Female,158.0,56.2,22.5,-717,21,-2.27
67,Male,173.0,62.6,20.9,-771,7,-0.61
45,Female,153.0,95.9,41.0,-450,90,-4.58
31,Female,160.0,82.1,32.1,-68,60,-0.62
38,Male,174.0,51.5,17.0,-810,30,-3.65
47,Male,171.0,64.6,22.1,-506,7,-0.34
45,Female,163.0,62.9,23.7,47,14,-0.61
54,Female,164.0,56.0,20.8,411,30,1.6
29,Male,179.0,84.3,26.3,585,7,0.92
51,Male,180.0,105.7,32.6,-546,21,-2.07
39,Female,177.0,69.6,22.2,-747,90,-8.52
67,Male,181.0,70.7,21.6,-41,90,-0.31
23,Male,172.0,64.6,21.8,508,30,1.65
23,Female,156.0,73.7,30.3,-270,14,-0.32
40,Female,155.0,75.1,31.3,457,7,0.63
43,Male,179.0,78.0,24.3,215,14,0.08
53,Male,178.0,50.8,16.0,449,14,0.7
37,Male,172.0,78.3,26.5,527,30,2.06
66,Male,164.0,59.9,22.3,-739,60,-5.45
41,Female,162.0,75.0,28.6,-283,21,-0.91
22,Male,173.0,97.0,32.4,-826,60,-5.8
21,Male,160.0,84.9,33.2,-834,7,-0.83
69,Male,179.0,80.7,25.2,-187,21,-0.5
22,Female,169.0,63.8,22.3,92,30,0.59
68,Female,156.0,54.1,22.2,429,7,0.42
30,Female,171.0,53.9,18.4,-707,90,-9.18
20,Male,171.0,85.0,29.1,-851,90,-9.95
32,Female,159.0,55.0,21.8,-744,60,-5.99
49,Male,177.0,81.3,26.0,491,60,3.55
38,Female,156.0,64.3,26.4,92,14,0.48
58,Female,159.0,76.5,30.3,-178,14,0.19
49,Female,145.0,73.9,35.1,-746,14,-1.72
37,Male,159.0,90.6,35.8,-344,7,-0.13
50,Female,158.0,58.3,23.4,-707,30,-2.51
69,Female,168.0,70.7,25.0,-855,90,-10.38
38,Female,165.0,75.3,27.7,-241,60,-2.0
23,Male,164.0,74.5,27.7,-146,90,-1.84
37,Female,159.0,88.8,35.1,-222,90,-1.85
62,Female,160.0,96.7,37.8,408,30,1.93
27,Male,175.0,89.6,29.3,471,7,0.21
68,Female,156.0,76.3,31.4,-718,90,-8.01
47,Male,187.0,110.5,31.6,-486,30,-1.49
48,Female,154.0,60.5,25.5,-149,30,-0.43
32,Female,152.0,63.5,27.5,-299,90,-3.19
66,Male,187.0,40.0,11.4,-246,60,-2.44
17,Male,180.0,91.8,28.3,161,7,0.3
31,Female,171.0,50.1,17.1,-630,60,-5.58
38,Male,183.0,79.5,23.7,341,90,4.15
41,Male,184.0,59.6,17.6,-503,14,-1.02
41,Male,180.0,76.7,23.7,-376,21,-0.53
23,Female,160.0,61.8,24.1,-568,7,-0.42
27,Female,153.0,63.5,27.1,47,60,0.29
20,Female,167.0,50.8,18.2,144,7,0.17
47,Male,181.0,88.0,26.9,36,21,0.07
34,Male,175.0,76.1,24.8,-160,30,-0.91
46,Female,154.0,68.7,29.0,-445,90,-4.68
48,Female,164.0,71.8,26.7,132,14,0.68
54,Female,163.0,71.9,27.1,-722,90,-8.49
45,Female,163.0,73.5,27.7,-432,7,-0.2
51,Female,157.0,56.2,22.8,124,7,0.69
47,Male,179.0,85.0,26.5,139,7,0.47
51,Male,170.0,82.2,28.4,-498,60,-3.97
49,Female,154.0,62.0,26.1,-388,21,-1.08
32,Female,167.0,77.7,27.9,-423,7,-0.8
28,Female,142.0,70.3,34.9,431,60,3.21
59,Female,167.0,83.0,29.8,-41,14,0.3
34,Male,191.0,94.4,25.9,-722,60,-5.32
45,Male,176.0,79.8,25.8,-659,30,-2.38
26,Female,153.0,93.5,39.9,-797,7,-0.57
39,Female,160.0,65.8,25.7,-538,30,-2.35
44,Male,175.0,93.3,30.5,-567,90,-5.88
50,Male,165.0,74.8,27.5,-231,21,-0.81
44,Female,159.0,77.5,30.7,221,90,2.47
35,Female,158.0,80.8,32.4,418,14,0.49
68,Female,173.0,58.1,19.4,-62,14,0.05
43,Male,185.0,104.3,30.5,259,14,0.78
60,Female,154.0,68.9,29.1,83,14,0.26
56,Female,159.0,70.5,27.9,-424,14,-0.67
46,Female,173.0,76.4,25.5,18,30,0.32
64,Female,167.0,72.3,25.9,-447,7,0.14
22,Male,175.0,71.5,23.3,-437,30,-1.73
66,Male,181.0,77.9,23.8,582,14,1.22
62,Male,187.0,80.9,23.1,466,7,0.88
43,Female,158.0,57.2,22.9,80,60,0.8
56,Male,191.0,65.9,18.1,-10,30,-0.63
44,Male,182.0,95.8,28.9,128,14,0.04
30,Male,173.0,54.7,18.3,230,30,1.17
59,Female,159.0,82.1,32.5,-818,90,-8.72
28,Female,161.0,61.4,23.7,-362,14,-0.32
32,Female,163.0,66.9,25.2,-743,14,-0.9
44,Female,178.0,61.9,19.5,-106,60,-0.98
61,Male,175.0,63.7,20.8,-459,21,-1.56
36,Male,173.0,61.0,20.4,-405,60,-3.25
42,Male,180.0,75.2,23.2,363,14,0.55
17,Female,160.0,61.7,24.1,-594,90,-6.61
21,Female,162.0,52.3,19.9,466,7,0.19
18,Male,179.0,80.3,25.1,-269,14,-0.33
19,Male,175.0,81.5,26.6,-614,30,-2.09
63,Male,172.0,76.1,25.7,-685,30,-2.42
62,Female,156.0,65.5,26.9,172,21,0.6
61,Male,176.0,87.7,28.3,454,90,5.26
18,Female,167.0,81.0,29.0,412,21,1.52
19,Male,173.0,70.6,23.6,-645,60,-5.08
30,Female,170.0,73.9,25.6,419,21,1.37
46,Female,163.0,55.1,20.7,-562,21,-1.58
33,Male,181.0,94.4,28.8,-212,60,-2.11
42,Female,148.0,79.5,36.3,-892,21,-2.26
24,Female,159.0,80.2,31.7,-512,21,-1.29
55,Female,165.0,85.6,31.4,-420,60,-2.99
32,Female,174.0,69.1,22.8,535,7,0.33
18,Male,174.0,77.0,25.4,-483,21,-1.18
56,Male,179.0,74.3,23.2,-485,14,-0.67
65,Female,154.0,49.3,20.8,-490,21,-1.43
15,Male,175.0,88.8,29.0,-521,30,-2.1
39,Male,176.0,81.7,26.4,-90,21,-0.52
61,Male,179.0,90.4,28.2,-592,90,-6.84
54,Male,173.0,76.2,25.5,-464,90,-5.03
62,Male,173.0,88.0,29.4,-101,7,0.33
38,Male,189.0,57.3,16.0,235,30,0.85
35,Female,160.0,40.7,15.9,-740,14,-0.98
54,Female,155.0,68.8,28.6,-377,60,-3.04
23,Male,165.0,76.0,27.9,-44,21,-0.35
28,Male,167.0,66.4,23.8,476,90,5.24
48,Female,164.0,64.4,23.9,516,90,5.73
52,Male,182.0,83.0,25.1,409,7,0.47
21,Male,180.0,71.6,22.1,-143,7,-0.19
43,Male,176.0,56.5,18.2,-753,7,-0.92
35,Male,179.0,116.2,36.3,548,60,3.63
43,Male,169.0,77.4,27.1,33,14,-0.23
68,Male,173.0,61.8,20.6,459,60,3.3
19,Female,152.0,81.5,35.3,481,14,1.01
70,Female,163.0,95.1,35.8,289,14,1.05
40,Male,166.0,75.4,27.4,-270,30,-0.57
58,Female,160.0,46.5,18.2,12,60,0.31
38,Female,158.0,61.7,24.7,137,30,0.41
32,Male,177.0,105.8,33.8,421,30,1.31
58,Male,180.0,71.5,22.1,-561,60,-4.15
53,Female,148.0,73.5,33.6,-67,14,-0.18
23,Male,163.0,93.3,35.1,-6,30,0.07
54,Male,180.0,95.9,29.6,-589,14,-0.51
